"infect","recover","death"
1,0,0
1,0,0
13,0,0
6,0,0
0,0,0
0,0,0
0,0,0
0,0,0
20,0,0
35,0,3
2,0,0
2,0,0
2,0,2
1,0,0
5,0,0
0,0,0
0,0,0
20,0,0
51,0,3
190,0,10
21,0,0
45,0,0
13,0,1
40,0,0
10,0,1
3,0,0
1,0,0
