"infect","recover","death"
248,0,5
287,0,9
1219,0,58
1561,0,190
214,0,10
109,0,1
150,0,6
285,0,10
2432,0,14
1749,0,108
960,0,28
514,0,12
1148,0,101
153,0,5
299,0,14
401,0,4
536,0,23
282,0,6
1140,0,227
2929,0,324
121,0,2
15,0,7
238,0,6
234,0,6
97,0,0
58,0,3
29,0,0
