"infect","recover","death"
108,0,3
190,0,5
480,0,27
669,0,14
155,0,15
33,0,3
41,0,2
1312,0,21
613,0,36
319,0,32
991,0,31
559,0,10
590,0,71
328,0,25
382,0,1
1102,0,14
509,0,32
767,0,21
736,0,80
5327,0,113
350,0,14
34,0,6
64,0,2
912,0,11
4,0,3
337,0,17
198,0,3
