"infect","recover","death"
67,0,3
66,0,3
339,0,25
284,0,38
68,0,5
66,0,1
27,0,1
146,0,5
230,0,6
430,0,133
299,0,20
108,0,7
811,0,25
65,0,2
69,0,3
84,0,0
323,0,7
88,0,0
380,0,50
800,0,75
45,0,1
90,0,4
242,0,4
100,0,1
17,0,1
11,0,1
5,0,0
