"infect","recover","death"
276,0,5
1652,0,5
1219,0,26
2809,0,50
599,0,18
387,0,6
247,0,8
792,0,18
1382,0,45
2293,0,58
1173,0,39
1428,0,19
1398,0,46
1246,0,24
3167,0,4
641,0,22
1074,0,32
1253,0,36
2159,0,229
4135,0,262
877,0,9
551,0,7
786,0,3
1336,0,8
853,0,14
609,0,26
324,0,3
