"infect","recover","death"
2,0,0
0,0,0
15,0,0
2,0,0
2,0,0
2,0,0
0,0,0
0,0,0
8,0,0
44,0,0
1,0,0
0,0,0
7,0,0
0,0,0
3,0,0
0,0,0
0,0,0
45,0,0
67,0,0
172,0,7
7,0,0
12,0,0
6,0,0
17,0,0
1,0,0
0,0,0
5,0,0
