"infect","recover","death"
0,0,1
14,0,0
104,0,4
36,0,2
4,0,0
0,0,0
2,0,0
1,0,0
25,0,2
38,0,2
39,0,2
1,0,0
129,0,4
5,0,0
8,0,1
4,0,0
15,0,0
34,0,2
227,0,18
816,0,67
45,0,4
27,0,1
38,0,1
19,0,2
14,0,0
2,0,0
14,0,1
