"infect","recover","death"
335,0,4
239,0,6
1572,0,70
1840,0,114
242,0,3
82,0,3
163,0,4
121,0,20
184,0,36
2448,0,44
916,0,30
538,0,11
1318,0,93
197,0,2
313,0,10
310,0,6
399,0,16
309,0,10
2567,0,158
3864,0,216
135,0,8
1223,0,10
86,0,3
308,0,5
132,0,5
59,0,0
51,0,1
