"infect","recover","death"
2,0,0
27,0,1
69,0,3
47,0,1
1,0,0
12,0,0
0,0,0
3,0,0
31,0,2
104,0,9
51,0,5
6,0,0
132,0,7
1,0,0
26,0,2
0,0,0
49,0,2
52,0,0
143,0,8
203,0,20
33,0,1
4,0,1
39,0,3
24,0,0
18,0,2
9,0,1
3,0,0
