"infect","recover","death"
6,0,0
0,0,0
15,0,0
0,0,0
0,0,0
0,0,0
2,0,0
2,0,0
13,0,0
19,0,0
6,0,0
1,0,0
0,0,0
0,0,0
0,0,0
5,0,0
4,0,0
2,0,0
72,0,2
65,0,10
9,0,0
12,0,0
39,0,0
27,0,0
4,0,0
5,0,0
2,0,0
