"infect","recover","death"
470,0,8
652,0,10
1559,0,39
2433,0,76
369,0,4
99,0,0
165,0,1
522,0,14
504,0,36
254,0,68
1867,0,36
1290,0,12
1065,0,140
246,0,15
158,0,22
177,0,11
595,0,24
495,0,6
2374,0,244
3466,0,289
200,0,3
263,0,6
356,0,5
551,0,9
172,0,4
211,0,3
86,0,1
