"infect","recover","death"
139,0,4
621,0,9
1421,0,31
3161,0,115
305,0,13
158,0,4
138,0,3
722,0,21
2532,0,35
2569,0,233
1328,0,21
1164,0,9
608,0,58
387,0,12
269,0,18
322,0,6
1082,0,50
269,0,11
2202,0,224
6999,0,327
328,0,9
587,0,13
162,0,2
746,0,6
471,0,24
168,0,4
78,0,0
