"infect","recover","death"
2,0,0
1,0,1
106,0,2
6,0,0
1,0,0
5,0,0
3,0,0
5,0,0
69,0,2
93,0,4
8,0,1
2,0,2
25,0,7
1,0,0
30,0,2
5,0,1
13,0,1
68,0,0
148,0,6
154,0,15
43,0,3
8,0,1
23,0,5
14,0,0
12,0,1
4,0,0
3,0,0
