"infect","recover","death"
8,0,0
21,0,0
95,0,10
1,0,1
10,0,1
3,0,0
0,0,0
0,0,1
62,0,4
134,0,12
43,0,1
14,0,3
154,0,10
7,0,1
0,0,0
3,0,0
46,0,0
41,0,1
278,0,16
772,0,68
70,0,5
63,0,3
44,0,2
18,0,1
21,0,0
18,0,1
4,0,0
