"confirm","recover","death"
23,0,0
3,0,0
17,0,0
8,1,0
2,0,0
7,1,0
5,0,0
6,0,0
21,1,0
30,0,0
132,1,0
48,2,0
21,0,0
53,0,0
24,1,0
0,1,0
1032,10,37
56,0,0
70,1,0
20,0,0
3,1,0
18,1,0
34,1,1
3,0,0
19,0,0
1,0,0
7,0,0
2,0,0
0,0,0
5,0,0
1,0,0
