"confirm","recover","death"
5,0,0
4,0,0
0,0,0
0,0,0
2,0,0
0,0,0
0,0,0
0,0,0
19,1,1
2,0,0
2,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,487,3
0,0,0
5,1,0
0,0,0
0,1,0
0,0,0
2,0,0
0,0,0
0,0,0
0,0,0
2,1,0
0,1,0
0,0,0
0,0,0
0,0,0
