"confirm","recover","death"
0,9,0
0,16,0
0,17,0
0,7,0
0,4,0
0,5,0
2,2,0
0,9,0
0,22,0
0,16,0
0,36,0
0,28,0
0,9,0
0,34,0
1,14,0
0,69,0
398,1439,149
0,17,0
3,32,0
2,3,0
0,2,1
2,7,0
1,7,0
0,11,0
0,8,0
0,0,0
0,13,0
0,2,0
0,0,0
0,9,0
0,3,0
