"confirm","recover","death"
10,13,1
0,5,0
5,13,0
0,6,0
0,3,0
0,4,0
0,2,0
0,17,1
1,4,0
0,31,0
0,67,0
0,37,0
2,20,0
0,35,0
0,24,0
1,39,1
409,2288,26
1,14,0
0,32,0
0,21,0
0,5,0
0,12,0
3,18,0
0,8,0
0,15,0
0,0,0
0,8,0
0,1,0
0,0,0
1,4,0
0,4,0
