"confirm","recover","death"
2,8,0
2,6,0
1,16,1
0,7,0
0,2,0
0,3,0
1,4,0
6,15,0
0,9,1
0,29,0
2,65,0
1,63,0
0,16,1
1,70,0
2,23,1
4,62,0
775,1209,108
2,36,0
1,48,0
1,11,0
5,5,0
5,20,0
6,21,0
0,2,0
0,3,1
0,0,0
2,0,0
0,3,0
0,1,0
0,0,0
0,6,0
