"confirm","recover","death"
1,6,0
0,7,0
0,3,0
0,3,0
0,3,0
3,0,0
0,5,0
0,8,0
1,2,0
0,19,0
1,22,0
0,29,0
0,8,0
0,19,0
0,42,0
0,1,0
114,2410,31
0,10,0
0,47,0
0,14,0
0,3,0
0,19,0
0,11,0
0,0,0
0,5,0
0,0,0
0,7,0
0,1,0
0,0,0
1,0,0
0,3,0
