"confirm","recover","death"
1,17,0
0,6,0
0,20,0
1,6,0
0,4,0
0,10,0
0,6,0
0,8,0
0,12,0
0,31,0
0,29,0
0,44,0
1,14,0
0,37,0
0,18,2
0,59,0
499,2116,68
0,30,0
2,33,1
1,22,0
0,10,0
1,14,0
2,15,0
0,1,0
0,9,0
0,0,0
0,22,0
0,2,0
0,0,0
0,1,0
0,2,0
