"confirm","recover","death"
0,9,0
1,0,0
0,1,0
3,0,0
0,0,0
0,0,0
0,1,0
40,0,0
9,11,0
0,0,0
1,2,0
1,0,0
0,1,0
0,0,0
0,1,0
0,0,0
0,45,2
0,0,0
6,22,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
0,0,0
0,0,0
0,0,0
