"confirm","recover","death"
6,23,0
3,2,0
4,13,0
1,8,0
2,1,0
0,12,0
1,2,0
6,23,1
0,16,0
2,33,0
1,30,0
4,68,0
1,5,0
0,52,0
1,22,1
4,47,0
1693,1266,132
1,41,0
3,41,1
2,18,0
0,20,0
2,29,0
6,14,0
0,3,1
0,10,0
0,0,0
0,10,0
0,4,0
0,2,0
1,7,0
0,2,0
