"confirm","recover","death"
6,8,0
1,1,0
1,14,1
1,3,0
1,0,0
0,2,0
0,4,0
7,5,0
2,21,0
3,37,0
1,44,0
9,27,0
2,7,0
3,35,0
2,18,0
11,67,3
1807,1223,93
1,34,1
6,57,0
4,7,0
1,7,0
2,18,0
13,27,0
0,19,0
1,5,0
0,0,0
4,15,0
1,4,0
0,0,0
0,2,0
1,0,0
