"confirm","recover","death"
29,3,0
7,1,0
9,0,0
10,1,0
7,0,0
6,0,0
8,0,0
23,2,0
16,0,0
35,1,0
63,13,0
68,2,0
20,0,0
58,8,0
21,1,0
73,10,0
2103,80,56
58,8,0
79,2,0
16,0,0
7,3,0
38,4,1
23,9,0
8,0,0
10,1,0
0,0,0
12,0,0
11,3,0
4,0,0
3,0,0
3,0,0
