"confirm","recover","death"
0,8,0
0,1,0
0,0,0
0,0,0
0,1,0
0,0,0
0,0,0
0,5,0
0,1,0
0,1,0
0,7,0
0,0,0
0,0,0
0,7,0
2,13,0
1,0,0
8,1242,10
0,3,0
3,6,0
0,4,0
0,1,0
0,7,0
0,10,0
0,4,0
0,0,0
0,0,0
0,5,1
2,0,0
0,0,0
0,1,0
0,0,0
