"confirm","recover","death"
25,1,0
7,1,0
9,1,0
7,2,0
7,0,0
7,1,0
12,0,0
35,2,0
25,2,0
33,5,0
66,15,0
50,6,0
11,6,0
72,8,0
28,6,0
89,21,0
3156,124,65
68,13,0
73,12,0
11,3,0
10,0,0
29,5,0
19,9,0
8,3,0
5,0,0
0,0,0
23,1,0
2,1,0
2,0,0
0,0,0
3,0,0
