"confirm","recover","death"
0,6,0
1,1,0
0,1,0
3,0,0
0,0,0
1,2,0
0,1,0
11,0,0
0,4,0
0,1,0
0,0,0
0,0,0
1,1,0
0,0,0
3,0,0
0,0,0
0,0,0
0,0,0
6,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
0,1,0
0,1,0
0,0,0
0,0,0
0,0,0
