"confirm","recover","death"
1,5,0
0,1,0
0,0,0
0,1,0
0,0,0
0,1,0
0,1,0
0,13,0
0,1,0
0,3,0
0,16,0
0,0,0
0,0,0
0,4,0
0,56,0
0,0,0
17,1152,17
0,9,0
1,7,1
0,4,0
0,0,0
0,15,0
0,5,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
