"confirm","recover","death"
27,4,0
9,0,0
8,3,0
9,0,0
4,0,0
4,0,0
6,0,0
15,0,0
24,1,0
34,1,0
62,8,0
43,2,0
15,0,0
47,1,0
23,3,0
71,1,0
1921,49,45
74,5,0
84,12,0
11,0,0
6,0,0
24,2,0
24,0,0
9,0,0
8,1,0
0,0,0
15,0,0
5,0,0
0,0,0
2,0,0
3,0,0
