"confirm","recover","death"
10,8,0
11,2,0
12,7,0
2,4,0
2,0,0
8,2,0
2,5,0
18,1,0
4,5,0
28,10,0
14,29,0
28,20,0
5,7,0
40,25,0
11,9,0
30,33,1
1638,417,94
34,50,1
42,60,0
7,1,0
3,1,0
19,13,1
19,3,0
13,7,0
5,1,0
0,0,0
6,5,0
0,3,0
0,2,0
5,8,0
4,3,0
