"confirm","recover","death"
4,5,0
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,2,0
0,22,0
3,3,0
0,13,0
0,23,0
0,5,0
0,6,0
0,7,0
0,23,0
0,3,0
200,2890,57
0,13,0
1,9,0
0,2,0
0,0,0
0,1,0
0,20,0
0,1,0
0,1,0
0,0,0
0,2,0
17,0,0
0,0,0
0,2,0
0,1,0
