"infect","recover","death"
232,0,6
1211,0,8
1241,0,37
2019,0,90
830,0,14
54,0,13
172,0,4
670,0,25
1586,0,36
1827,0,71
2119,0,38
1460,0,15
920,0,73
524,0,19
998,0,32
635,0,12
1371,0,45
296,0,21
2397,0,239
8825,0,365
841,0,30
1033,0,14
442,0,13
1696,0,29
1082,0,20
203,0,10
234,0,3
