"infect","recover","death"
269,0,8
239,0,5
802,0,33
2841,0,31
0,0,0
167,0,8
285,0,5
657,0,18
8822,0,55
2206,0,61
1417,0,37
1410,0,32
1285,0,98
642,0,18
522,0,20
1411,0,26
0,0,0
2075,0,49
306,0,202
7073,0,297
1147,0,11
886,0,14
861,0,6
1440,0,5
757,0,20
779,0,47
394,0,3
