"infect","recover","death"
6,0,0
0,0,0
7,0,1
2,0,0
2,0,0
6,0,0
0,0,0
2,0,0
8,0,0
18,0,0
0,0,0
0,0,0
4,0,1
2,0,0
1,0,0
1,0,0
6,0,0
3,0,0
65,0,0
52,0,8
16,0,0
25,0,1
2,0,0
0,0,0
2,0,0
1,0,0
1,0,0
