"infect","recover","death"
325,0,6
769,0,4
1189,0,26
2431,0,45
237,0,14
271,0,7
201,0,3
766,0,20
651,0,41
2306,0,95
1356,0,37
48,0,13
1180,0,48
540,0,23
677,0,70
531,0,17
1230,0,48
1559,0,33
354,0,274
1111,0,325
834,0,20
694,0,19
558,0,6
1381,0,14
1068,0,12
388,0,15
110,0,3
