"infect","recover","death"
7,0,1
85,0,2
306,0,21
179,0,22
40,0,0
7,0,0
6,0,0
89,0,5
173,0,5
202,0,18
194,0,12
41,0,4
480,0,40
39,0,1
46,0,4
20,0,0
18,0,0
111,0,3
110,0,40
1086,0,167
37,0,4
67,0,2
55,0,3
26,0,1
33,0,1
19,0,1
27,0,0
