"infect","recover","death"
214,0,6
596,0,10
1152,0,36
3567,0,153
236,0,8
293,0,4
215,0,3
848,0,24
1021,0,26
2983,0,184
1549,0,31
1159,0,35
955,0,79
322,0,12
916,0,26
434,0,8
970,0,34
1071,0,17
2508,0,324
5188,0,282
331,0,6
479,0,13
374,0,4
764,0,14
193,0,4
139,0,6
156,0,0
