"infect","recover","death"
2,0,0
5,0,0
115,0,5
16,0,2
2,0,0
0,0,0
0,0,0
3,0,0
30,0,1
190,0,3
37,0,0
1,0,0
22,0,9
0,0,0
4,0,0
0,0,1
28,0,0
27,0,3
67,0,7
246,0,29
20,0,2
63,0,0
22,0,0
5,0,3
4,0,2
16,0,0
1,0,0
