"infect","recover","death"
158,0,1
171,0,3
1198,0,88
634,0,63
41,0,2
78,0,2
78,0,0
139,0,6
356,0,13
923,0,96
856,0,25
125,0,10
883,0,45
102,0,1
98,0,6
150,0,5
170,0,7
180,0,7
1188,0,150
2581,0,192
74,0,1
46,0,4
167,0,1
134,0,2
16,0,0
45,0,2
20,0,0
