"infect","recover","death"
13,0,4
58,0,1
320,0,31
307,0,56
94,0,4
5,0,3
59,0,1
85,0,12
250,0,9
907,0,75
545,0,20
184,0,4
493,0,40
54,0,3
61,0,4
29,0,3
220,0,15
83,0,2
877,0,56
687,0,34
14,0,2
34,0,8
100,0,4
101,0,2
7,0,2
22,0,1
23,0,0
