"infect","recover","death"
241,0,13
317,0,9
2763,0,47
2787,0,123
250,0,3
139,0,6
334,0,2
563,0,21
954,0,39
574,0,126
2503,0,24
879,0,9
1542,0,103
260,0,8
833,0,14
306,0,7
700,0,22
546,0,2
3067,0,223
5691,0,295
252,0,4
0,0,0
530,0,3
422,0,12
229,0,4
152,0,5
94,0,0
