"infect","recover","death"
5,0,0
37,0,2
156,0,9
29,0,3
2,0,0
4,0,0
2,0,0
0,0,0
38,0,0
94,0,7
54,0,3
16,0,2
144,0,13
3,0,0
13,0,2
2,0,0
34,0,0
56,0,3
248,0,15
336,0,28
62,0,4
13,0,1
36,0,3
35,0,0
20,0,4
2,0,0
1,0,0
