"infect","recover","death"
13,0,2
17,0,2
116,0,3
217,0,1
32,0,0
22,0,0
1,0,0
12,0,3
111,0,1
230,0,12
115,0,6
9,0,3
231,0,18
13,0,2
64,0,2
3,0,0
69,0,3
35,0,2
134,0,20
313,0,22
20,0,3
35,0,3
50,0,3
45,0,0
10,0,1
7,0,1
3,0,0
