"infect","recover","death"
212,0,5
482,0,7
1691,0,24
3072,0,54
926,0,11
463,0,9
332,0,2
982,0,18
2847,0,50
2050,0,98
1293,0,39
913,0,21
1191,0,86
958,0,17
1699,0,57
470,0,13
1654,0,38
1446,0,51
2624,0,142
9347,0,284
1110,0,23
1145,0,23
1677,0,16
1886,0,20
1054,0,34
784,0,42
417,0,1
