"infect","recover","death"
286,0,2
639,0,9
1663,0,59
1621,0,219
160,0,11
79,0,8
167,0,5
479,0,11
744,0,14
853,0,261
944,0,29
400,0,15
1351,0,91
215,0,4
264,0,8
457,0,7
786,0,22
310,0,14
1717,0,175
3880,0,195
194,0,4
500,0,5
111,0,4
381,0,7
136,0,7
118,0,2
53,0,0
