"infect","recover","death"
342,0,10
444,0,7
2126,0,45
3275,0,223
746,0,14
340,0,3
183,0,5
690,0,25
1012,0,28
3739,0,208
2455,0,34
1561,0,24
1044,0,122
236,0,10
133,0,11
211,0,6
773,0,39
1024,0,17
1692,0,317
5717,0,284
326,0,10
612,0,7
498,0,4
903,0,5
374,0,9
346,0,6
123,0,0
