"confirm","recover","death"
24,0,0
1,0,0
14,0,0
8,0,0
3,1,0
15,0,0
3,0,0
21,0,0
25,4,0
34,3,0
62,6,0
60,0,0
24,0,0
46,2,0
24,0,0
70,0,0
1347,50,45
57,1,0
127,0,0
13,0,0
8,0,0
32,0,1
30,2,0
14,1,0
11,1,0
0,0,0
14,0,0
6,0,0
1,0,0
5,0,0
1,0,0
