"confirm","recover","death"
11,7,0
3,0,0
12,5,0
4,4,0
4,0,0
2,0,0
2,7,0
24,2,1
3,3,0
24,21,0
29,27,0
51,14,2
11,11,0
33,30,1
24,13,0
40,38,0
2618,356,91
41,27,0
31,18,0
15,0,0
8,4,1
22,12,0
19,16,0
13,0,0
1,1,0
0,0,0
13,3,0
4,4,1
0,0,0
4,0,0
4,0,0
