"confirm","recover","death"
21,7,0
2,0,1
22,3,0
9,2,0
4,3,0
8,2,0
5,1,0
37,3,1
21,3,0
32,13,0
59,18,0
61,3,0
10,4,0
52,10,0
45,5,0
87,13,0
2987,113,70
50,21,0
74,17,0
18,4,0
11,1,0
23,1,0
20,4,0
5,1,0
6,0,0
0,0,0
8,4,0
5,2,0
1,3,0
6,1,0
4,0,0
