"confirm","recover","death"
6,11,0
7,10,1
18,15,0
0,3,0
4,0,0
0,0,1
2,3,0
23,6,2
5,5,0
23,6,0
10,40,0
24,38,1
2,5,0
28,17,0
13,13,0
15,55,1
4823,690,116
20,40,0
20,48,0
4,2,0
0,3,0
11,26,1
12,12,0
5,8,0
7,4,0
0,0,0
4,8,0
3,8,0
0,2,0
3,0,0
2,3,0
