"confirm","recover","death"
6,11,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,6,0
3,0,0
0,1,0
12,2,0
0,0,0
0,0,0
0,0,0
0,1,0
0,1,0
8,2714,23
0,5,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5,0
0,0,0
0,2,0
0,0,0
0,0,0
3,1,0
0,0,0
0,1,0
0,0,0
