"confirm","recover","death"
3,16,0
1,5,0
1,0,0
0,0,0
0,0,0
1,0,0
0,0,0
1,0,0
4,0,0
0,0,0
1,2,0
0,0,0
0,1,0
0,0,0
3,1,0
0,0,0
0,145,6
1,0,0
7,11,0
0,2,0
0,0,0
0,0,0
1,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
