"confirm","recover","death"
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,1,0
0,1,0
0,1,0
2,0,0
0,0,0
4,0,0
0,0,0
0,0,0
0,0,0
0,2,0
0,0,0
4,816,14
0,0,0
4,5,0
0,4,0
0,0,0
0,4,0
0,1,0
0,0,0
1,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
0,0,0
