"confirm","recover","death"
2,4,0
3,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
2,0,0
3,5,0
4,1,0
2,0,0
0,0,0
5,2,0
0,0,0
0,1,0
0,0,0
1,291,8
0,0,0
6,1,0
0,0,0
0,0,0
0,0,0
2,1,0
0,0,0
0,0,0
0,0,0
0,2,0
0,4,0
0,0,0
0,0,0
0,0,0
