"confirm","recover","death"
0,20,0
0,4,0
1,7,0
0,4,0
0,1,0
0,5,0
0,3,0
0,13,0
1,7,0
0,5,0
0,20,0
0,35,0
0,17,0
0,37,0
1,14,0
0,34,0
401,2058,52
0,28,0
0,36,0
0,9,0
0,8,0
0,23,0
2,14,0
0,1,0
0,5,0
0,0,0
0,11,0
0,0,0
0,0,0
0,3,0
0,0,0
