"confirm","recover","death"
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
0,1,0
0,0,0
0,1,0
4,3,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
5,1248,6
0,5,0
0,10,0
0,0,0
0,0,0
0,2,0
0,10,0
0,3,0
0,0,0
0,0,0
0,0,0
2,1,0
0,0,0
0,0,0
0,0,0
