"confirm","recover","death"
6,5,0
1,0,0
0,0,0
0,0,0
0,0,0
1,0,1
0,0,0
1,3,0
8,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,1495,10
0,0,0
8,4,0
1,0,0
0,0,0
0,0,0
1,11,0
0,0,0
0,0,0
0,0,0
1,0,0
1,7,0
0,0,0
0,0,0
0,0,0
