"confirm","recover","death"
13,6,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
14,1,1
0,0,0
2,0,0
0,0,0
4,0,0
0,0,0
1,1,0
0,0,0
0,490,5
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
1,2,0
0,0,0
0,0,0
0,0,0
0,0,0
