"confirm","recover","death"
5,8,0
2,5,0
9,14,0
1,8,0
2,1,0
1,3,0
1,3,0
20,22,0
2,34,0
13,30,0
5,28,0
12,34,0
2,11,0
12,29,0
7,25,0
19,41,0
1843,849,139
3,41,1
22,50,0
2,6,0
0,1,0
7,32,0
11,12,2
1,4,0
1,7,0
0,0,0
2,4,0
0,5,0
0,2,0
0,6,0
1,5,0
