"confirm","recover","death"
1,16,0
1,5,0
1,18,0
1,8,0
0,5,0
0,3,0
0,4,0
3,18,0
1,13,0
0,27,0
28,38,1
1,76,0
0,22,0
0,57,0
202,32,0
2,103,0
631,1451,115
1,60,0
1,45,0
1,8,0
0,5,0
7,25,1
5,24,0
0,5,0
2,19,1
0,0,0
3,21,1
0,6,0
0,0,0
0,2,0
0,2,0
